31017		20679		0.9671164155006409		0.9709306359291077		0.9797154068946838		0.971
6462		58158		0.9462842345237732		0.968546986579895		0.9499326348304749		0.9684
6462		58158		0.9617077708244324		0.9642829895019531		0.9784268140792847		0.9644
38772		25848		0.9734602570533752		0.9788036942481995		0.9813111424446106		0.9788  60s
38772		25848		0.9904828071594238		0.989014208316803		0.9965848326683044		0.9891
12924		51696		0.986323893070221		0.9893477559089661		0.9900681376457214		0.9894
12924		51696		0.9640204310417175		0.9748448133468628		0.9708077907562256		0.9748
12924		51696		0.9701717495918274		0.9746055006980896		0.9806252121925354		0.9747  44s
38772		25848		0.9779866933822632		0.9765145182609558		0.9906792640686035		0.9767  86s
38772		25848		0.9770194888114929		0.980860710144043		0.9846296906471252		0.9809
38772		25848		0.9837124943733215		0.9848222732543945		0.9908262491226196		0.9849
38772		25848		0.9757815003395081		0.9825680255889893		0.9808467030525208		0.9826
38772		25848		0.9814685583114624		0.9844249486923218		0.9876967668533325		0.9845
38772		25848		0.9813138246536255		0.9825456738471985		0.9893729090690613		0.9826
38772		25848		0.9796115756034851		0.9843959808349609		0.9847988486289978		0.9844
38772		25848		0.98084956407547		0.9834203124046326		0.9878297448158264		0.9835
